areaCode,areaName,areaType,date,cumPeopleVaccinatedSecondDoseByVaccinationDate
E08000025,Birmingham,utla,2021-02-05,9034
E08000026,Coventry,utla,2021-02-05,1213
E08000028,Sandwell,utla,2021-02-05,2179
E08000036,Wakefield,utla,2021-02-05,1125
E09000002,Barking and Dagenham,utla,2021-02-05,1457
E09000005,Brent,utla,2021-02-05,2711
E09000011,Greenwich,utla,2021-02-05,1263
E09000030,Tower Hamlets,utla,2021-02-05,1104
E10000031,Warwickshire,utla,2021-02-05,4061
E06000008,Blackburn with Darwen,utla,2021-02-04,792
E06000039,Slough,utla,2021-02-04,1407
E08000014,Sefton,utla,2021-02-04,3279
E08000024,Sunderland,utla,2021-02-04,1978
E08000025,Birmingham,utla,2021-02-04,9005
E08000026,Coventry,utla,2021-02-04,1208
E08000028,Sandwell,utla,2021-02-04,2169
E08000036,Wakefield,utla,2021-02-04,1123
E09000002,Barking and Dagenham,utla,2021-02-04,1456
E09000005,Brent,utla,2021-02-04,2709
E09000011,Greenwich,utla,2021-02-04,1261
E09000030,Tower Hamlets,utla,2021-02-04,1098
E10000031,Warwickshire,utla,2021-02-04,4053
E06000008,Blackburn with Darwen,utla,2021-02-03,789
E06000039,Slough,utla,2021-02-03,1406
E08000014,Sefton,utla,2021-02-03,3272
E08000024,Sunderland,utla,2021-02-03,1975
E08000025,Birmingham,utla,2021-02-03,8971
E08000026,Coventry,utla,2021-02-03,1207
E08000028,Sandwell,utla,2021-02-03,2159
E08000036,Wakefield,utla,2021-02-03,1114
E09000002,Barking and Dagenham,utla,2021-02-03,1453
E09000005,Brent,utla,2021-02-03,2701
E09000011,Greenwich,utla,2021-02-03,1244
E09000030,Tower Hamlets,utla,2021-02-03,1090
E10000031,Warwickshire,utla,2021-02-03,4007
E06000008,Blackburn with Darwen,utla,2021-02-02,786
E06000039,Slough,utla,2021-02-02,1405
E08000014,Sefton,utla,2021-02-02,3267
E08000024,Sunderland,utla,2021-02-02,1970
E08000025,Birmingham,utla,2021-02-02,8945
E08000026,Coventry,utla,2021-02-02,1196
E08000028,Sandwell,utla,2021-02-02,2155
E08000036,Wakefield,utla,2021-02-02,1111
E09000002,Barking and Dagenham,utla,2021-02-02,1452
E09000005,Brent,utla,2021-02-02,2697
E09000011,Greenwich,utla,2021-02-02,1225
E09000030,Tower Hamlets,utla,2021-02-02,1088
E10000031,Warwickshire,utla,2021-02-02,3982
E06000008,Blackburn with Darwen,utla,2021-02-01,785
E06000039,Slough,utla,2021-02-01,1405
E08000014,Sefton,utla,2021-02-01,3262
E08000024,Sunderland,utla,2021-02-01,1970
E08000025,Birmingham,utla,2021-02-01,8933
E08000026,Coventry,utla,2021-02-01,1196
E08000028,Sandwell,utla,2021-02-01,2152
E08000036,Wakefield,utla,2021-02-01,1111
E09000002,Barking and Dagenham,utla,2021-02-01,1450
E09000005,Brent,utla,2021-02-01,2693
E09000011,Greenwich,utla,2021-02-01,1223
E09000030,Tower Hamlets,utla,2021-02-01,1085
E10000031,Warwickshire,utla,2021-02-01,3976
E06000008,Blackburn with Darwen,utla,2021-01-31,784
E06000039,Slough,utla,2021-01-31,1404
E08000014,Sefton,utla,2021-01-31,3252
E08000024,Sunderland,utla,2021-01-31,1970
E08000025,Birmingham,utla,2021-01-31,8930
E08000026,Coventry,utla,2021-01-31,1196
E08000028,Sandwell,utla,2021-01-31,2152
E08000036,Wakefield,utla,2021-01-31,1106
E09000002,Barking and Dagenham,utla,2021-01-31,1448
E09000005,Brent,utla,2021-01-31,2691
E09000011,Greenwich,utla,2021-01-31,1219
E09000030,Tower Hamlets,utla,2021-01-31,1073
E10000031,Warwickshire,utla,2021-01-31,3974
E06000008,Blackburn with Darwen,utla,2021-01-30,784
E06000039,Slough,utla,2021-01-30,1400
E08000014,Sefton,utla,2021-01-30,3242
E08000024,Sunderland,utla,2021-01-30,1966
E08000025,Birmingham,utla,2021-01-30,8875
E08000026,Coventry,utla,2021-01-30,1195
E08000028,Sandwell,utla,2021-01-30,2142
E08000036,Wakefield,utla,2021-01-30,1098
E09000002,Barking and Dagenham,utla,2021-01-30,1445
E09000005,Brent,utla,2021-01-30,2681
E09000011,Greenwich,utla,2021-01-30,1215
E09000030,Tower Hamlets,utla,2021-01-30,1060
E10000031,Warwickshire,utla,2021-01-30,3954
E06000008,Blackburn with Darwen,utla,2021-01-29,783
E06000039,Slough,utla,2021-01-29,1397
E08000014,Sefton,utla,2021-01-29,3231
E08000024,Sunderland,utla,2021-01-29,1964
E08000025,Birmingham,utla,2021-01-29,8847
E08000026,Coventry,utla,2021-01-29,1194
E08000028,Sandwell,utla,2021-01-29,2128
E08000036,Wakefield,utla,2021-01-29,1091
E09000002,Barking and Dagenham,utla,2021-01-29,1433
E09000005,Brent,utla,2021-01-29,2670
E09000011,Greenwich,utla,2021-01-29,1207
E09000030,Tower Hamlets,utla,2021-01-29,1053
E10000031,Warwickshire,utla,2021-01-29,3924
E06000008,Blackburn with Darwen,utla,2021-01-28,779
E06000039,Slough,utla,2021-01-28,1393
E08000014,Sefton,utla,2021-01-28,3208
E08000024,Sunderland,utla,2021-01-28,1964
E08000025,Birmingham,utla,2021-01-28,8820
E08000026,Coventry,utla,2021-01-28,1191
E08000028,Sandwell,utla,2021-01-28,2124
E08000036,Wakefield,utla,2021-01-28,1085
E09000002,Barking and Dagenham,utla,2021-01-28,1431
E09000005,Brent,utla,2021-01-28,2642
E09000011,Greenwich,utla,2021-01-28,1191
E09000030,Tower Hamlets,utla,2021-01-28,1050
E10000031,Warwickshire,utla,2021-01-28,3893
E06000008,Blackburn with Darwen,utla,2021-01-27,778
E06000039,Slough,utla,2021-01-27,1391
E08000014,Sefton,utla,2021-01-27,3197
E08000024,Sunderland,utla,2021-01-27,1964
E08000025,Birmingham,utla,2021-01-27,8809
E08000026,Coventry,utla,2021-01-27,1191
E08000028,Sandwell,utla,2021-01-27,2120
E08000036,Wakefield,utla,2021-01-27,1085
E09000002,Barking and Dagenham,utla,2021-01-27,1425
E09000005,Brent,utla,2021-01-27,2625
E09000011,Greenwich,utla,2021-01-27,1187
E09000030,Tower Hamlets,utla,2021-01-27,1048
E10000031,Warwickshire,utla,2021-01-27,3892
E06000008,Blackburn with Darwen,utla,2021-01-26,777
E06000039,Slough,utla,2021-01-26,1391
E08000014,Sefton,utla,2021-01-26,3188
E08000024,Sunderland,utla,2021-01-26,1964
E08000025,Birmingham,utla,2021-01-26,8799
E08000026,Coventry,utla,2021-01-26,1189
E08000028,Sandwell,utla,2021-01-26,2119
E08000036,Wakefield,utla,2021-01-26,1085
E09000002,Barking and Dagenham,utla,2021-01-26,1425
E09000005,Brent,utla,2021-01-26,2616
E09000011,Greenwich,utla,2021-01-26,1185
E09000030,Tower Hamlets,utla,2021-01-26,1048
E10000031,Warwickshire,utla,2021-01-26,3888
E06000008,Blackburn with Darwen,utla,2021-01-25,776
E06000039,Slough,utla,2021-01-25,1390
E08000014,Sefton,utla,2021-01-25,3187
E08000024,Sunderland,utla,2021-01-25,1964
E08000025,Birmingham,utla,2021-01-25,8790
E08000026,Coventry,utla,2021-01-25,1188
E08000028,Sandwell,utla,2021-01-25,2118
E08000036,Wakefield,utla,2021-01-25,1085
E09000002,Barking and Dagenham,utla,2021-01-25,1424
E09000005,Brent,utla,2021-01-25,2614
E09000011,Greenwich,utla,2021-01-25,1184
E09000030,Tower Hamlets,utla,2021-01-25,1047
E10000031,Warwickshire,utla,2021-01-25,3883
E06000008,Blackburn with Darwen,utla,2021-01-24,776
E06000039,Slough,utla,2021-01-24,1389
E08000014,Sefton,utla,2021-01-24,3176
E08000024,Sunderland,utla,2021-01-24,1964
E08000025,Birmingham,utla,2021-01-24,8782
E08000026,Coventry,utla,2021-01-24,1182
E08000028,Sandwell,utla,2021-01-24,2118
E08000036,Wakefield,utla,2021-01-24,1085
E09000002,Barking and Dagenham,utla,2021-01-24,1424
E09000005,Brent,utla,2021-01-24,2612
E09000011,Greenwich,utla,2021-01-24,1184
E09000030,Tower Hamlets,utla,2021-01-24,1044
E10000031,Warwickshire,utla,2021-01-24,3881
E06000008,Blackburn with Darwen,utla,2021-01-23,776
E06000039,Slough,utla,2021-01-23,1388
E08000014,Sefton,utla,2021-01-23,3172
E08000024,Sunderland,utla,2021-01-23,1964
E08000025,Birmingham,utla,2021-01-23,8777
E08000026,Coventry,utla,2021-01-23,1180
E08000028,Sandwell,utla,2021-01-23,2117
E08000036,Wakefield,utla,2021-01-23,1085
E09000002,Barking and Dagenham,utla,2021-01-23,1424
E09000005,Brent,utla,2021-01-23,2606
E09000011,Greenwich,utla,2021-01-23,1184
E09000030,Tower Hamlets,utla,2021-01-23,1043
E10000031,Warwickshire,utla,2021-01-23,3878
E06000008,Blackburn with Darwen,utla,2021-01-22,776
E06000039,Slough,utla,2021-01-22,1388
E08000014,Sefton,utla,2021-01-22,3165
E08000024,Sunderland,utla,2021-01-22,1959
E08000025,Birmingham,utla,2021-01-22,8767
E08000026,Coventry,utla,2021-01-22,1175
E08000028,Sandwell,utla,2021-01-22,2115
E08000036,Wakefield,utla,2021-01-22,1084
E09000002,Barking and Dagenham,utla,2021-01-22,1424
E09000005,Brent,utla,2021-01-22,2604
E09000011,Greenwich,utla,2021-01-22,1184
E09000030,Tower Hamlets,utla,2021-01-22,1039
E10000031,Warwickshire,utla,2021-01-22,3873
E06000008,Blackburn with Darwen,utla,2021-01-21,775
E06000039,Slough,utla,2021-01-21,1388
E08000014,Sefton,utla,2021-01-21,3162
E08000024,Sunderland,utla,2021-01-21,1955
E08000025,Birmingham,utla,2021-01-21,8734
E08000026,Coventry,utla,2021-01-21,1149
E08000028,Sandwell,utla,2021-01-21,2114
E08000036,Wakefield,utla,2021-01-21,1083
E09000002,Barking and Dagenham,utla,2021-01-21,1422
E09000005,Brent,utla,2021-01-21,2603
E09000011,Greenwich,utla,2021-01-21,1184
E09000030,Tower Hamlets,utla,2021-01-21,1036
E10000031,Warwickshire,utla,2021-01-21,3854
E06000008,Blackburn with Darwen,utla,2021-01-20,774
E06000039,Slough,utla,2021-01-20,1387
E08000014,Sefton,utla,2021-01-20,3150
E08000024,Sunderland,utla,2021-01-20,1950
E08000025,Birmingham,utla,2021-01-20,8724
E08000026,Coventry,utla,2021-01-20,1148
E08000028,Sandwell,utla,2021-01-20,2114
E08000036,Wakefield,utla,2021-01-20,1075
E09000002,Barking and Dagenham,utla,2021-01-20,1417
E09000005,Brent,utla,2021-01-20,2316
E09000011,Greenwich,utla,2021-01-20,1180
E09000030,Tower Hamlets,utla,2021-01-20,1029
E10000031,Warwickshire,utla,2021-01-20,3850
E06000008,Blackburn with Darwen,utla,2021-01-19,773
E06000039,Slough,utla,2021-01-19,1387
E08000014,Sefton,utla,2021-01-19,3125
E08000024,Sunderland,utla,2021-01-19,1947
E08000025,Birmingham,utla,2021-01-19,8704
E08000026,Coventry,utla,2021-01-19,1143
E08000028,Sandwell,utla,2021-01-19,2113
E08000036,Wakefield,utla,2021-01-19,1068
E09000002,Barking and Dagenham,utla,2021-01-19,1415
E09000005,Brent,utla,2021-01-19,2138
E09000011,Greenwich,utla,2021-01-19,1178
E09000030,Tower Hamlets,utla,2021-01-19,1023
E10000031,Warwickshire,utla,2021-01-19,3850
E06000008,Blackburn with Darwen,utla,2021-01-18,770
E06000039,Slough,utla,2021-01-18,1386
E08000014,Sefton,utla,2021-01-18,3116
E08000024,Sunderland,utla,2021-01-18,1945
E08000025,Birmingham,utla,2021-01-18,8681
E08000026,Coventry,utla,2021-01-18,1129
E08000028,Sandwell,utla,2021-01-18,2111
E08000036,Wakefield,utla,2021-01-18,1068
E09000002,Barking and Dagenham,utla,2021-01-18,1414
E09000005,Brent,utla,2021-01-18,2066
E09000011,Greenwich,utla,2021-01-18,1175
E09000030,Tower Hamlets,utla,2021-01-18,1018
E10000031,Warwickshire,utla,2021-01-18,3844
E06000008,Blackburn with Darwen,utla,2021-01-17,770
E06000039,Slough,utla,2021-01-17,1384
E08000014,Sefton,utla,2021-01-17,3110
E08000024,Sunderland,utla,2021-01-17,1941
E08000025,Birmingham,utla,2021-01-17,8673
E08000026,Coventry,utla,2021-01-17,1116
E08000028,Sandwell,utla,2021-01-17,2106
E08000036,Wakefield,utla,2021-01-17,1067
E09000002,Barking and Dagenham,utla,2021-01-17,1413
E09000005,Brent,utla,2021-01-17,2008
E09000011,Greenwich,utla,2021-01-17,1170
E09000030,Tower Hamlets,utla,2021-01-17,1013
E10000031,Warwickshire,utla,2021-01-17,3841
E06000008,Blackburn with Darwen,utla,2021-01-16,769
E06000039,Slough,utla,2021-01-16,1384
E08000014,Sefton,utla,2021-01-16,3101
E08000024,Sunderland,utla,2021-01-16,1936
E08000025,Birmingham,utla,2021-01-16,8664
E08000026,Coventry,utla,2021-01-16,1111
E08000028,Sandwell,utla,2021-01-16,2100
E08000036,Wakefield,utla,2021-01-16,1067
E09000002,Barking and Dagenham,utla,2021-01-16,1413
E09000005,Brent,utla,2021-01-16,2006
E09000011,Greenwich,utla,2021-01-16,1169
E09000030,Tower Hamlets,utla,2021-01-16,1011
E10000031,Warwickshire,utla,2021-01-16,3820
E06000008,Blackburn with Darwen,utla,2021-01-15,766
E06000039,Slough,utla,2021-01-15,1382
E08000014,Sefton,utla,2021-01-15,3084
E08000024,Sunderland,utla,2021-01-15,1936
E08000025,Birmingham,utla,2021-01-15,8657
E08000026,Coventry,utla,2021-01-15,1107
E08000028,Sandwell,utla,2021-01-15,2092
E08000036,Wakefield,utla,2021-01-15,1054
E09000002,Barking and Dagenham,utla,2021-01-15,1410
E09000005,Brent,utla,2021-01-15,2001
E09000011,Greenwich,utla,2021-01-15,1166
E09000030,Tower Hamlets,utla,2021-01-15,1008
E10000031,Warwickshire,utla,2021-01-15,3817
E06000008,Blackburn with Darwen,utla,2021-01-14,765
E06000039,Slough,utla,2021-01-14,1377
E08000014,Sefton,utla,2021-01-14,3074
E08000024,Sunderland,utla,2021-01-14,1932
E08000025,Birmingham,utla,2021-01-14,8638
E08000026,Coventry,utla,2021-01-14,1091
E08000028,Sandwell,utla,2021-01-14,2092
E08000036,Wakefield,utla,2021-01-14,1051
E09000002,Barking and Dagenham,utla,2021-01-14,1404
E09000005,Brent,utla,2021-01-14,1981
E09000011,Greenwich,utla,2021-01-14,1132
E09000030,Tower Hamlets,utla,2021-01-14,981
E10000031,Warwickshire,utla,2021-01-14,3805
E06000008,Blackburn with Darwen,utla,2021-01-13,765
E06000039,Slough,utla,2021-01-13,1370
E08000014,Sefton,utla,2021-01-13,3064
E08000024,Sunderland,utla,2021-01-13,1929
E08000025,Birmingham,utla,2021-01-13,8624
E08000026,Coventry,utla,2021-01-13,1071
E08000028,Sandwell,utla,2021-01-13,2091
E08000036,Wakefield,utla,2021-01-13,1042
E09000002,Barking and Dagenham,utla,2021-01-13,1385
E09000005,Brent,utla,2021-01-13,1966
E09000011,Greenwich,utla,2021-01-13,1095
E09000030,Tower Hamlets,utla,2021-01-13,934
E10000031,Warwickshire,utla,2021-01-13,3790
E06000008,Blackburn with Darwen,utla,2021-01-12,761
E06000039,Slough,utla,2021-01-12,1369
E08000014,Sefton,utla,2021-01-12,3039
E08000024,Sunderland,utla,2021-01-12,1929
E08000025,Birmingham,utla,2021-01-12,8590
E08000026,Coventry,utla,2021-01-12,1059
E08000028,Sandwell,utla,2021-01-12,2085
E08000036,Wakefield,utla,2021-01-12,1039
E09000002,Barking and Dagenham,utla,2021-01-12,1371
E09000005,Brent,utla,2021-01-12,1935
E09000011,Greenwich,utla,2021-01-12,1027
E09000030,Tower Hamlets,utla,2021-01-12,914
E10000031,Warwickshire,utla,2021-01-12,3774
E06000008,Blackburn with Darwen,utla,2021-01-11,757
E06000039,Slough,utla,2021-01-11,1362
E08000014,Sefton,utla,2021-01-11,2958
E08000024,Sunderland,utla,2021-01-11,1927
E08000025,Birmingham,utla,2021-01-11,8578
E08000026,Coventry,utla,2021-01-11,1052
E08000028,Sandwell,utla,2021-01-11,2084
E08000036,Wakefield,utla,2021-01-11,1032
E09000002,Barking and Dagenham,utla,2021-01-11,1357
E09000005,Brent,utla,2021-01-11,1908
E09000011,Greenwich,utla,2021-01-11,957
E09000030,Tower Hamlets,utla,2021-01-11,895
E10000031,Warwickshire,utla,2021-01-11,3746
E06000008,Blackburn with Darwen,utla,2021-01-10,756
E06000039,Slough,utla,2021-01-10,1313
E08000014,Sefton,utla,2021-01-10,2856
E08000024,Sunderland,utla,2021-01-10,1906
E08000025,Birmingham,utla,2021-01-10,8513
E08000026,Coventry,utla,2021-01-10,1034
E08000028,Sandwell,utla,2021-01-10,2068
E08000036,Wakefield,utla,2021-01-10,1010
E09000002,Barking and Dagenham,utla,2021-01-10,1337
E09000005,Brent,utla,2021-01-10,1846
E09000011,Greenwich,utla,2021-01-10,898
E09000030,Tower Hamlets,utla,2021-01-10,864
E10000031,Warwickshire,utla,2021-01-10,3716
E06000008,Blackburn with Darwen,utla,2021-01-09,752
E06000039,Slough,utla,2021-01-09,1285
E08000014,Sefton,utla,2021-01-09,2776
E08000024,Sunderland,utla,2021-01-09,1562
E08000025,Birmingham,utla,2021-01-09,7574
E08000026,Coventry,utla,2021-01-09,1020
E08000028,Sandwell,utla,2021-01-09,1506
E08000036,Wakefield,utla,2021-01-09,963
E09000002,Barking and Dagenham,utla,2021-01-09,1332
E09000005,Brent,utla,2021-01-09,1744
E09000011,Greenwich,utla,2021-01-09,862
E09000030,Tower Hamlets,utla,2021-01-09,843
E10000031,Warwickshire,utla,2021-01-09,3663
E06000008,Blackburn with Darwen,utla,2021-01-08,748
E06000039,Slough,utla,2021-01-08,1242
E08000014,Sefton,utla,2021-01-08,2729
E08000024,Sunderland,utla,2021-01-08,1272
E08000025,Birmingham,utla,2021-01-08,5264
E08000026,Coventry,utla,2021-01-08,1004
E08000028,Sandwell,utla,2021-01-08,1071
E08000036,Wakefield,utla,2021-01-08,941
E09000002,Barking and Dagenham,utla,2021-01-08,1321
E09000005,Brent,utla,2021-01-08,1653
E09000011,Greenwich,utla,2021-01-08,791
E09000030,Tower Hamlets,utla,2021-01-08,823
E10000031,Warwickshire,utla,2021-01-08,3605
E06000008,Blackburn with Darwen,utla,2021-01-07,552
E06000039,Slough,utla,2021-01-07,917
E08000014,Sefton,utla,2021-01-07,2100
E08000024,Sunderland,utla,2021-01-07,968
E08000025,Birmingham,utla,2021-01-07,3673
E08000026,Coventry,utla,2021-01-07,971
E08000028,Sandwell,utla,2021-01-07,924
E08000036,Wakefield,utla,2021-01-07,900
E09000002,Barking and Dagenham,utla,2021-01-07,1180
E09000005,Brent,utla,2021-01-07,1190
E09000011,Greenwich,utla,2021-01-07,580
E09000030,Tower Hamlets,utla,2021-01-07,600
E10000031,Warwickshire,utla,2021-01-07,2769
E06000008,Blackburn with Darwen,utla,2021-01-06,273
E06000039,Slough,utla,2021-01-06,607
E08000014,Sefton,utla,2021-01-06,1349
E08000024,Sunderland,utla,2021-01-06,669
E08000025,Birmingham,utla,2021-01-06,2518
E08000026,Coventry,utla,2021-01-06,647
E08000028,Sandwell,utla,2021-01-06,541
E08000036,Wakefield,utla,2021-01-06,588
E09000002,Barking and Dagenham,utla,2021-01-06,645
E09000005,Brent,utla,2021-01-06,622
E09000011,Greenwich,utla,2021-01-06,383
E09000030,Tower Hamlets,utla,2021-01-06,322
E10000031,Warwickshire,utla,2021-01-06,1639
E06000008,Blackburn with Darwen,utla,2021-01-05,47
E06000039,Slough,utla,2021-01-05,300
E08000014,Sefton,utla,2021-01-05,673
E08000024,Sunderland,utla,2021-01-05,367
E08000025,Birmingham,utla,2021-01-05,1223
E08000026,Coventry,utla,2021-01-05,220
E08000028,Sandwell,utla,2021-01-05,155
E08000036,Wakefield,utla,2021-01-05,283
E09000002,Barking and Dagenham,utla,2021-01-05,169
E09000005,Brent,utla,2021-01-05,80
E09000011,Greenwich,utla,2021-01-05,146
E09000030,Tower Hamlets,utla,2021-01-05,74
E10000031,Warwickshire,utla,2021-01-05,457
E06000008,Blackburn with Darwen,utla,2021-01-04,31
E06000039,Slough,utla,2021-01-04,252
E08000014,Sefton,utla,2021-01-04,298
E08000024,Sunderland,utla,2021-01-04,24
E08000025,Birmingham,utla,2021-01-04,418
E08000026,Coventry,utla,2021-01-04,168
E08000028,Sandwell,utla,2021-01-04,49
E08000036,Wakefield,utla,2021-01-04,12
E09000002,Barking and Dagenham,utla,2021-01-04,10
E09000005,Brent,utla,2021-01-04,45
E09000011,Greenwich,utla,2021-01-04,58
E09000030,Tower Hamlets,utla,2021-01-04,38
E10000031,Warwickshire,utla,2021-01-04,267
E06000008,Blackburn with Darwen,utla,2021-01-03,24
E06000039,Slough,utla,2021-01-03,172
E08000014,Sefton,utla,2021-01-03,232
E08000024,Sunderland,utla,2021-01-03,21
E08000025,Birmingham,utla,2021-01-03,233
E08000026,Coventry,utla,2021-01-03,92
E08000028,Sandwell,utla,2021-01-03,36
E08000036,Wakefield,utla,2021-01-03,8
E09000002,Barking and Dagenham,utla,2021-01-03,9
E09000005,Brent,utla,2021-01-03,41
E09000011,Greenwich,utla,2021-01-03,43
E09000030,Tower Hamlets,utla,2021-01-03,31
E10000031,Warwickshire,utla,2021-01-03,171
E06000008,Blackburn with Darwen,utla,2021-01-02,24
E06000039,Slough,utla,2021-01-02,168
E08000014,Sefton,utla,2021-01-02,218
E08000024,Sunderland,utla,2021-01-02,20
E08000025,Birmingham,utla,2021-01-02,156
E08000026,Coventry,utla,2021-01-02,79
E08000028,Sandwell,utla,2021-01-02,27
E08000036,Wakefield,utla,2021-01-02,8
E09000002,Barking and Dagenham,utla,2021-01-02,8
E09000005,Brent,utla,2021-01-02,41
E09000011,Greenwich,utla,2021-01-02,43
E09000030,Tower Hamlets,utla,2021-01-02,30
E10000031,Warwickshire,utla,2021-01-02,148
E06000008,Blackburn with Darwen,utla,2021-01-01,20
E06000039,Slough,utla,2021-01-01,132
E08000014,Sefton,utla,2021-01-01,184
E08000024,Sunderland,utla,2021-01-01,20
E08000025,Birmingham,utla,2021-01-01,118
E08000026,Coventry,utla,2021-01-01,74
E08000028,Sandwell,utla,2021-01-01,21
E08000036,Wakefield,utla,2021-01-01,8
E09000002,Barking and Dagenham,utla,2021-01-01,4
E09000005,Brent,utla,2021-01-01,41
E09000011,Greenwich,utla,2021-01-01,43
E09000030,Tower Hamlets,utla,2021-01-01,28
E10000031,Warwickshire,utla,2021-01-01,129
E06000008,Blackburn with Darwen,utla,2020-12-31,18
E06000039,Slough,utla,2020-12-31,132
E08000014,Sefton,utla,2020-12-31,180
E08000024,Sunderland,utla,2020-12-31,20
E08000025,Birmingham,utla,2020-12-31,116
E08000026,Coventry,utla,2020-12-31,74
E08000028,Sandwell,utla,2020-12-31,20
E08000036,Wakefield,utla,2020-12-31,8
E09000002,Barking and Dagenham,utla,2020-12-31,4
E09000005,Brent,utla,2020-12-31,41
E09000011,Greenwich,utla,2020-12-31,43
E09000030,Tower Hamlets,utla,2020-12-31,27
E10000031,Warwickshire,utla,2020-12-31,128
E06000008,Blackburn with Darwen,utla,2020-12-30,12
E06000039,Slough,utla,2020-12-30,89
E08000014,Sefton,utla,2020-12-30,139
E08000024,Sunderland,utla,2020-12-30,20
E08000025,Birmingham,utla,2020-12-30,107
E08000026,Coventry,utla,2020-12-30,34
E08000028,Sandwell,utla,2020-12-30,18
E08000036,Wakefield,utla,2020-12-30,8
E09000002,Barking and Dagenham,utla,2020-12-30,3
E09000005,Brent,utla,2020-12-30,40
E09000011,Greenwich,utla,2020-12-30,33
E09000030,Tower Hamlets,utla,2020-12-30,22
E10000031,Warwickshire,utla,2020-12-30,65
E06000008,Blackburn with Darwen,utla,2020-12-29,8
E06000039,Slough,utla,2020-12-29,51
E08000014,Sefton,utla,2020-12-29,105
E08000024,Sunderland,utla,2020-12-29,19
E08000025,Birmingham,utla,2020-12-29,101
E08000026,Coventry,utla,2020-12-29,14
E08000028,Sandwell,utla,2020-12-29,14
E08000036,Wakefield,utla,2020-12-29,8
E09000002,Barking and Dagenham,utla,2020-12-29,2
E09000005,Brent,utla,2020-12-29,39
E09000011,Greenwich,utla,2020-12-29,26
E09000030,Tower Hamlets,utla,2020-12-29,18
E10000031,Warwickshire,utla,2020-12-29,36
E06000008,Blackburn with Darwen,utla,2020-12-28,5
E06000039,Slough,utla,2020-12-28,5
E08000014,Sefton,utla,2020-12-28,98
E08000024,Sunderland,utla,2020-12-28,19
E08000025,Birmingham,utla,2020-12-28,99
E08000026,Coventry,utla,2020-12-28,11
E08000028,Sandwell,utla,2020-12-28,14
E08000036,Wakefield,utla,2020-12-28,8
E09000002,Barking and Dagenham,utla,2020-12-28,2
E09000005,Brent,utla,2020-12-28,38
E09000011,Greenwich,utla,2020-12-28,17
E09000030,Tower Hamlets,utla,2020-12-28,17
E10000031,Warwickshire,utla,2020-12-28,35
E06000008,Blackburn with Darwen,utla,2020-12-27,5
E06000039,Slough,utla,2020-12-27,5
E08000014,Sefton,utla,2020-12-27,98
E08000024,Sunderland,utla,2020-12-27,19
E08000025,Birmingham,utla,2020-12-27,99
E08000026,Coventry,utla,2020-12-27,11
E08000028,Sandwell,utla,2020-12-27,14
E08000036,Wakefield,utla,2020-12-27,8
E09000002,Barking and Dagenham,utla,2020-12-27,2
E09000005,Brent,utla,2020-12-27,38
E09000011,Greenwich,utla,2020-12-27,17
E09000030,Tower Hamlets,utla,2020-12-27,17
E10000031,Warwickshire,utla,2020-12-27,35
E06000008,Blackburn with Darwen,utla,2020-12-26,5
E06000039,Slough,utla,2020-12-26,5
E08000014,Sefton,utla,2020-12-26,98
E08000024,Sunderland,utla,2020-12-26,19
E08000025,Birmingham,utla,2020-12-26,99
E08000026,Coventry,utla,2020-12-26,11
E08000028,Sandwell,utla,2020-12-26,14
E08000036,Wakefield,utla,2020-12-26,8
E09000002,Barking and Dagenham,utla,2020-12-26,2
E09000005,Brent,utla,2020-12-26,38
E09000011,Greenwich,utla,2020-12-26,17
E09000030,Tower Hamlets,utla,2020-12-26,17
E10000031,Warwickshire,utla,2020-12-26,35
E06000008,Blackburn with Darwen,utla,2020-12-25,5
E06000039,Slough,utla,2020-12-25,5
E08000014,Sefton,utla,2020-12-25,98
E08000024,Sunderland,utla,2020-12-25,19
E08000025,Birmingham,utla,2020-12-25,99
E08000026,Coventry,utla,2020-12-25,11
E08000028,Sandwell,utla,2020-12-25,14
E08000036,Wakefield,utla,2020-12-25,8
E09000002,Barking and Dagenham,utla,2020-12-25,2
E09000005,Brent,utla,2020-12-25,38
E09000011,Greenwich,utla,2020-12-25,17
E09000030,Tower Hamlets,utla,2020-12-25,17
E10000031,Warwickshire,utla,2020-12-25,35
E06000008,Blackburn with Darwen,utla,2020-12-24,5
E06000039,Slough,utla,2020-12-24,5
E08000014,Sefton,utla,2020-12-24,98
E08000024,Sunderland,utla,2020-12-24,19
E08000025,Birmingham,utla,2020-12-24,99
E08000026,Coventry,utla,2020-12-24,11
E08000028,Sandwell,utla,2020-12-24,14
E08000036,Wakefield,utla,2020-12-24,8
E09000002,Barking and Dagenham,utla,2020-12-24,2
E09000005,Brent,utla,2020-12-24,38
E09000011,Greenwich,utla,2020-12-24,17
E09000030,Tower Hamlets,utla,2020-12-24,17
E10000031,Warwickshire,utla,2020-12-24,35
E06000008,Blackburn with Darwen,utla,2020-12-23,5
E06000039,Slough,utla,2020-12-23,5
E08000014,Sefton,utla,2020-12-23,98
E08000024,Sunderland,utla,2020-12-23,19
E08000025,Birmingham,utla,2020-12-23,99
E08000026,Coventry,utla,2020-12-23,11
E08000028,Sandwell,utla,2020-12-23,14
E08000036,Wakefield,utla,2020-12-23,8
E09000002,Barking and Dagenham,utla,2020-12-23,2
E09000005,Brent,utla,2020-12-23,38
