areaCode,areaName,areaType,date,cumPeopleVaccinatedSecondDoseByVaccinationDate
S12000045,East Dunbartonshire,utla,2021-06-20,54357
E06000003,Redcar and Cleveland,utla,2021-06-19,73596
E06000014,York,utla,2021-06-19,91092
E06000050,Cheshire West and Chester,utla,2021-06-19,180393
E08000001,Bolton,utla,2021-06-19,130928
E08000016,Barnsley,utla,2021-06-19,120574
E08000031,Wolverhampton,utla,2021-06-19,112510
E08000032,Bradford,utla,2021-06-19,218998
E09000018,Hounslow,utla,2021-06-19,106861
E09000032,Wandsworth,utla,2021-06-19,111757
E09000033,Westminster,utla,2021-06-19,77799
E10000034,Worcestershire,utla,2021-06-19,321821
S12000013,Na h-Eileanan Siar,utla,2021-06-19,17250
S12000029,South Lanarkshire,utla,2021-06-19,165951
S12000045,East Dunbartonshire,utla,2021-06-19,54025
E06000003,Redcar and Cleveland,utla,2021-06-18,73114
E06000014,York,utla,2021-06-18,90606
E06000050,Cheshire West and Chester,utla,2021-06-18,179328
E08000001,Bolton,utla,2021-06-18,129915
E08000016,Barnsley,utla,2021-06-18,119913
E08000031,Wolverhampton,utla,2021-06-18,111841
E08000032,Bradford,utla,2021-06-18,217826
E09000018,Hounslow,utla,2021-06-18,105323
E09000032,Wandsworth,utla,2021-06-18,110734
E09000033,Westminster,utla,2021-06-18,76792
E10000034,Worcestershire,utla,2021-06-18,320216
S12000013,Na h-Eileanan Siar,utla,2021-06-18,17154
S12000029,South Lanarkshire,utla,2021-06-18,164300
S12000045,East Dunbartonshire,utla,2021-06-18,53151
E06000003,Redcar and Cleveland,utla,2021-06-17,72566
E06000014,York,utla,2021-06-17,90154
E06000050,Cheshire West and Chester,utla,2021-06-17,177474
E08000001,Bolton,utla,2021-06-17,128907
E08000016,Barnsley,utla,2021-06-17,119591
E08000031,Wolverhampton,utla,2021-06-17,110872
E08000032,Bradford,utla,2021-06-17,216085
E09000018,Hounslow,utla,2021-06-17,103864
E09000032,Wandsworth,utla,2021-06-17,110043
E09000033,Westminster,utla,2021-06-17,75770
E10000034,Worcestershire,utla,2021-06-17,318591
S12000013,Na h-Eileanan Siar,utla,2021-06-17,17059
S12000029,South Lanarkshire,utla,2021-06-17,162715
S12000045,East Dunbartonshire,utla,2021-06-17,52335
E06000003,Redcar and Cleveland,utla,2021-06-16,72089
E06000014,York,utla,2021-06-16,89513
E06000050,Cheshire West and Chester,utla,2021-06-16,175763
E08000001,Bolton,utla,2021-06-16,127516
E08000016,Barnsley,utla,2021-06-16,119025
E08000031,Wolverhampton,utla,2021-06-16,110454
E08000032,Bradford,utla,2021-06-16,214784
E09000018,Hounslow,utla,2021-06-16,102256
E09000032,Wandsworth,utla,2021-06-16,109050
E09000033,Westminster,utla,2021-06-16,74537
E10000034,Worcestershire,utla,2021-06-16,317129
S12000013,Na h-Eileanan Siar,utla,2021-06-16,17059
S12000029,South Lanarkshire,utla,2021-06-16,160797
S12000045,East Dunbartonshire,utla,2021-06-16,51590
E06000003,Redcar and Cleveland,utla,2021-06-15,71561
E06000014,York,utla,2021-06-15,88877
E06000050,Cheshire West and Chester,utla,2021-06-15,174032
E08000001,Bolton,utla,2021-06-15,126545
E08000016,Barnsley,utla,2021-06-15,118497
E08000031,Wolverhampton,utla,2021-06-15,109714
E08000032,Bradford,utla,2021-06-15,213143
E09000018,Hounslow,utla,2021-06-15,101476
E09000032,Wandsworth,utla,2021-06-15,107893
E09000033,Westminster,utla,2021-06-15,72959
E10000034,Worcestershire,utla,2021-06-15,315649
S12000013,Na h-Eileanan Siar,utla,2021-06-15,16993
S12000029,South Lanarkshire,utla,2021-06-15,159032
S12000045,East Dunbartonshire,utla,2021-06-15,51001
E06000003,Redcar and Cleveland,utla,2021-06-14,70938
E06000014,York,utla,2021-06-14,88233
E06000050,Cheshire West and Chester,utla,2021-06-14,172310
E08000001,Bolton,utla,2021-06-14,126020
E08000016,Barnsley,utla,2021-06-14,118062
E08000031,Wolverhampton,utla,2021-06-14,109206
E08000032,Bradford,utla,2021-06-14,211755
E09000018,Hounslow,utla,2021-06-14,100538
E09000032,Wandsworth,utla,2021-06-14,107007
E09000033,Westminster,utla,2021-06-14,72108
E10000034,Worcestershire,utla,2021-06-14,313993
S12000013,Na h-Eileanan Siar,utla,2021-06-14,16972
S12000029,South Lanarkshire,utla,2021-06-14,156895
S12000045,East Dunbartonshire,utla,2021-06-14,50193
E06000003,Redcar and Cleveland,utla,2021-06-13,70056
E06000014,York,utla,2021-06-13,87650
E06000050,Cheshire West and Chester,utla,2021-06-13,170238
E08000001,Bolton,utla,2021-06-13,125374
E08000016,Barnsley,utla,2021-06-13,117465
E08000031,Wolverhampton,utla,2021-06-13,108590
E08000032,Bradford,utla,2021-06-13,209936
E09000018,Hounslow,utla,2021-06-13,99639
E09000032,Wandsworth,utla,2021-06-13,105871
E09000033,Westminster,utla,2021-06-13,71472
E10000034,Worcestershire,utla,2021-06-13,312121
S12000013,Na h-Eileanan Siar,utla,2021-06-13,16962
S12000029,South Lanarkshire,utla,2021-06-13,154635
S12000045,East Dunbartonshire,utla,2021-06-13,49578
E06000003,Redcar and Cleveland,utla,2021-06-12,69651
E06000014,York,utla,2021-06-12,87105
E06000050,Cheshire West and Chester,utla,2021-06-12,169050
E08000001,Bolton,utla,2021-06-12,124549
E08000016,Barnsley,utla,2021-06-12,116871
E08000031,Wolverhampton,utla,2021-06-12,107886
E08000032,Bradford,utla,2021-06-12,207957
E09000018,Hounslow,utla,2021-06-12,98996
E09000032,Wandsworth,utla,2021-06-12,105136
E09000033,Westminster,utla,2021-06-12,71010
E10000034,Worcestershire,utla,2021-06-12,311283
S12000013,Na h-Eileanan Siar,utla,2021-06-12,16962
S12000029,South Lanarkshire,utla,2021-06-12,152922
S12000045,East Dunbartonshire,utla,2021-06-12,49298
E06000003,Redcar and Cleveland,utla,2021-06-11,68790
E06000014,York,utla,2021-06-11,86311
E06000050,Cheshire West and Chester,utla,2021-06-11,167044
E08000001,Bolton,utla,2021-06-11,123404
E08000016,Barnsley,utla,2021-06-11,115858
E08000031,Wolverhampton,utla,2021-06-11,106577
E08000032,Bradford,utla,2021-06-11,206289
E09000018,Hounslow,utla,2021-06-11,98192
E09000032,Wandsworth,utla,2021-06-11,104426
E09000033,Westminster,utla,2021-06-11,70313
E10000034,Worcestershire,utla,2021-06-11,309157
S12000013,Na h-Eileanan Siar,utla,2021-06-11,16889
S12000029,South Lanarkshire,utla,2021-06-11,151218
S12000045,East Dunbartonshire,utla,2021-06-11,48781
E06000003,Redcar and Cleveland,utla,2021-06-10,68116
E06000014,York,utla,2021-06-10,85580
E06000050,Cheshire West and Chester,utla,2021-06-10,164902
E08000001,Bolton,utla,2021-06-10,122756
E08000016,Barnsley,utla,2021-06-10,114989
E08000031,Wolverhampton,utla,2021-06-10,105268
E08000032,Bradford,utla,2021-06-10,203902
E09000018,Hounslow,utla,2021-06-10,97268
E09000032,Wandsworth,utla,2021-06-10,103797
E09000033,Westminster,utla,2021-06-10,68194
E10000034,Worcestershire,utla,2021-06-10,306503
S12000013,Na h-Eileanan Siar,utla,2021-06-10,16575
S12000029,South Lanarkshire,utla,2021-06-10,149344
S12000045,East Dunbartonshire,utla,2021-06-10,48487
E06000003,Redcar and Cleveland,utla,2021-06-09,67094
E06000014,York,utla,2021-06-09,84861
E06000050,Cheshire West and Chester,utla,2021-06-09,162602
E08000001,Bolton,utla,2021-06-09,121032
E08000016,Barnsley,utla,2021-06-09,112474
E08000031,Wolverhampton,utla,2021-06-09,104259
E08000032,Bradford,utla,2021-06-09,201520
E09000018,Hounslow,utla,2021-06-09,96389
E09000032,Wandsworth,utla,2021-06-09,102496
E09000033,Westminster,utla,2021-06-09,67386
E10000034,Worcestershire,utla,2021-06-09,304095
S12000013,Na h-Eileanan Siar,utla,2021-06-09,16574
S12000029,South Lanarkshire,utla,2021-06-09,147501
S12000045,East Dunbartonshire,utla,2021-06-09,48060
E06000003,Redcar and Cleveland,utla,2021-06-08,65730
E06000014,York,utla,2021-06-08,84100
E06000050,Cheshire West and Chester,utla,2021-06-08,160412
E08000001,Bolton,utla,2021-06-08,120178
E08000016,Barnsley,utla,2021-06-08,111497
E08000031,Wolverhampton,utla,2021-06-08,102940
E08000032,Bradford,utla,2021-06-08,198889
E09000018,Hounslow,utla,2021-06-08,95583
E09000032,Wandsworth,utla,2021-06-08,101149
E09000033,Westminster,utla,2021-06-08,66295
E10000034,Worcestershire,utla,2021-06-08,301025
S12000013,Na h-Eileanan Siar,utla,2021-06-08,16513
S12000029,South Lanarkshire,utla,2021-06-08,145666
S12000045,East Dunbartonshire,utla,2021-06-08,47433
E06000003,Redcar and Cleveland,utla,2021-06-07,64720
E06000014,York,utla,2021-06-07,83318
E06000050,Cheshire West and Chester,utla,2021-06-07,157540
E08000001,Bolton,utla,2021-06-07,119237
E08000016,Barnsley,utla,2021-06-07,110640
E08000031,Wolverhampton,utla,2021-06-07,101896
E08000032,Bradford,utla,2021-06-07,196808
E09000018,Hounslow,utla,2021-06-07,94777
E09000032,Wandsworth,utla,2021-06-07,99838
E09000033,Westminster,utla,2021-06-07,65568
E10000034,Worcestershire,utla,2021-06-07,297244
S12000013,Na h-Eileanan Siar,utla,2021-06-07,16511
S12000029,South Lanarkshire,utla,2021-06-07,143755
S12000045,East Dunbartonshire,utla,2021-06-07,46861
E06000003,Redcar and Cleveland,utla,2021-06-06,63985
E06000014,York,utla,2021-06-06,82566
E06000050,Cheshire West and Chester,utla,2021-06-06,155577
E08000001,Bolton,utla,2021-06-06,118569
E08000016,Barnsley,utla,2021-06-06,110031
E08000031,Wolverhampton,utla,2021-06-06,100845
E08000032,Bradford,utla,2021-06-06,194995
E09000018,Hounslow,utla,2021-06-06,93940
E09000032,Wandsworth,utla,2021-06-06,98985
E09000033,Westminster,utla,2021-06-06,64843
E10000034,Worcestershire,utla,2021-06-06,294536
S12000013,Na h-Eileanan Siar,utla,2021-06-06,16509
S12000029,South Lanarkshire,utla,2021-06-06,141981
S12000045,East Dunbartonshire,utla,2021-06-06,46195
E06000003,Redcar and Cleveland,utla,2021-06-05,63590
E06000014,York,utla,2021-06-05,81808
E06000050,Cheshire West and Chester,utla,2021-06-05,152804
E08000001,Bolton,utla,2021-06-05,117082
E08000016,Barnsley,utla,2021-06-05,107818
E08000031,Wolverhampton,utla,2021-06-05,100208
E08000032,Bradford,utla,2021-06-05,192787
E09000018,Hounslow,utla,2021-06-05,93422
E09000032,Wandsworth,utla,2021-06-05,98296
E09000033,Westminster,utla,2021-06-05,64377
E10000034,Worcestershire,utla,2021-06-05,293931
S12000013,Na h-Eileanan Siar,utla,2021-06-05,16507
S12000029,South Lanarkshire,utla,2021-06-05,140912
S12000045,East Dunbartonshire,utla,2021-06-05,45396
E06000003,Redcar and Cleveland,utla,2021-06-04,62312
E06000014,York,utla,2021-06-04,80850
E06000050,Cheshire West and Chester,utla,2021-06-04,149746
E08000001,Bolton,utla,2021-06-04,115988
E08000016,Barnsley,utla,2021-06-04,102042
E08000031,Wolverhampton,utla,2021-06-04,98228
E08000032,Bradford,utla,2021-06-04,190762
E09000018,Hounslow,utla,2021-06-04,92364
E09000032,Wandsworth,utla,2021-06-04,96323
E09000033,Westminster,utla,2021-06-04,63674
E10000034,Worcestershire,utla,2021-06-04,289156
S12000013,Na h-Eileanan Siar,utla,2021-06-04,16273
S12000029,South Lanarkshire,utla,2021-06-04,139814
S12000045,East Dunbartonshire,utla,2021-06-04,44696
E06000003,Redcar and Cleveland,utla,2021-06-03,61286
E06000014,York,utla,2021-06-03,79906
E06000050,Cheshire West and Chester,utla,2021-06-03,146774
E08000001,Bolton,utla,2021-06-03,114688
E08000016,Barnsley,utla,2021-06-03,98855
E08000031,Wolverhampton,utla,2021-06-03,97007
E08000032,Bradford,utla,2021-06-03,188054
E09000018,Hounslow,utla,2021-06-03,91060
E09000032,Wandsworth,utla,2021-06-03,94722
E09000033,Westminster,utla,2021-06-03,62264
E10000034,Worcestershire,utla,2021-06-03,285446
S12000013,Na h-Eileanan Siar,utla,2021-06-03,16271
S12000029,South Lanarkshire,utla,2021-06-03,138247
S12000045,East Dunbartonshire,utla,2021-06-03,44236
E06000003,Redcar and Cleveland,utla,2021-06-02,60158
E06000014,York,utla,2021-06-02,78791
E06000050,Cheshire West and Chester,utla,2021-06-02,145577
E08000001,Bolton,utla,2021-06-02,111820
E08000016,Barnsley,utla,2021-06-02,95440
E08000031,Wolverhampton,utla,2021-06-02,95819
E08000032,Bradford,utla,2021-06-02,185674
E09000018,Hounslow,utla,2021-06-02,90126
E09000032,Wandsworth,utla,2021-06-02,93331
E09000033,Westminster,utla,2021-06-02,61104
E10000034,Worcestershire,utla,2021-06-02,281462
S12000013,Na h-Eileanan Siar,utla,2021-06-02,16271
S12000029,South Lanarkshire,utla,2021-06-02,136813
S12000045,East Dunbartonshire,utla,2021-06-02,43687
E06000003,Redcar and Cleveland,utla,2021-06-01,59188
E06000014,York,utla,2021-06-01,77798
E06000050,Cheshire West and Chester,utla,2021-06-01,144888
E08000001,Bolton,utla,2021-06-01,111039
E08000016,Barnsley,utla,2021-06-01,94786
E08000031,Wolverhampton,utla,2021-06-01,94200
E08000032,Bradford,utla,2021-06-01,183025
E09000018,Hounslow,utla,2021-06-01,89403
E09000032,Wandsworth,utla,2021-06-01,91966
E09000033,Westminster,utla,2021-06-01,60025
E10000034,Worcestershire,utla,2021-06-01,277677
S12000013,Na h-Eileanan Siar,utla,2021-06-01,16257
S12000029,South Lanarkshire,utla,2021-06-01,134933
S12000045,East Dunbartonshire,utla,2021-06-01,43070
E06000003,Redcar and Cleveland,utla,2021-05-31,58460
E06000014,York,utla,2021-05-31,77143
E06000050,Cheshire West and Chester,utla,2021-05-31,143596
E08000001,Bolton,utla,2021-05-31,109852
E08000016,Barnsley,utla,2021-05-31,93778
E08000031,Wolverhampton,utla,2021-05-31,92855
E08000032,Bradford,utla,2021-05-31,179768
E09000018,Hounslow,utla,2021-05-31,88689
E09000032,Wandsworth,utla,2021-05-31,90630
E09000033,Westminster,utla,2021-05-31,59185
E10000034,Worcestershire,utla,2021-05-31,275054
S12000013,Na h-Eileanan Siar,utla,2021-05-31,16248
S12000029,South Lanarkshire,utla,2021-05-31,133174
S12000045,East Dunbartonshire,utla,2021-05-31,42578
E06000003,Redcar and Cleveland,utla,2021-05-30,58118
E06000014,York,utla,2021-05-30,76520
E06000050,Cheshire West and Chester,utla,2021-05-30,142503
E08000001,Bolton,utla,2021-05-30,108897
E08000016,Barnsley,utla,2021-05-30,93173
E08000031,Wolverhampton,utla,2021-05-30,92264
E08000032,Bradford,utla,2021-05-30,178679
E09000018,Hounslow,utla,2021-05-30,88120
E09000032,Wandsworth,utla,2021-05-30,89499
E09000033,Westminster,utla,2021-05-30,58769
E10000034,Worcestershire,utla,2021-05-30,273477
S12000013,Na h-Eileanan Siar,utla,2021-05-30,16247
S12000029,South Lanarkshire,utla,2021-05-30,131575
S12000045,East Dunbartonshire,utla,2021-05-30,42005
E06000003,Redcar and Cleveland,utla,2021-05-29,57655
E06000014,York,utla,2021-05-29,75892
E06000050,Cheshire West and Chester,utla,2021-05-29,141639
E08000001,Bolton,utla,2021-05-29,107575
E08000016,Barnsley,utla,2021-05-29,92899
E08000031,Wolverhampton,utla,2021-05-29,91550
E08000032,Bradford,utla,2021-05-29,176651
E09000018,Hounslow,utla,2021-05-29,87735
E09000032,Wandsworth,utla,2021-05-29,89001
E09000033,Westminster,utla,2021-05-29,58479
E10000034,Worcestershire,utla,2021-05-29,272687
S12000013,Na h-Eileanan Siar,utla,2021-05-29,16066
S12000029,South Lanarkshire,utla,2021-05-29,129701
S12000045,East Dunbartonshire,utla,2021-05-29,41635
E06000003,Redcar and Cleveland,utla,2021-05-28,56802
E06000014,York,utla,2021-05-28,75011
E06000050,Cheshire West and Chester,utla,2021-05-28,139456
E08000001,Bolton,utla,2021-05-28,106516
E08000016,Barnsley,utla,2021-05-28,90352
E08000031,Wolverhampton,utla,2021-05-28,90342
E08000032,Bradford,utla,2021-05-28,174116
E09000018,Hounslow,utla,2021-05-28,86249
E09000032,Wandsworth,utla,2021-05-28,87885
E09000033,Westminster,utla,2021-05-28,57960
E10000034,Worcestershire,utla,2021-05-28,268350
S12000013,Na h-Eileanan Siar,utla,2021-05-28,15121
S12000029,South Lanarkshire,utla,2021-05-28,127442
S12000045,East Dunbartonshire,utla,2021-05-28,40703
E06000003,Redcar and Cleveland,utla,2021-05-27,55946
E06000014,York,utla,2021-05-27,73719
E06000050,Cheshire West and Chester,utla,2021-05-27,137096
E08000001,Bolton,utla,2021-05-27,104386
E08000016,Barnsley,utla,2021-05-27,87963
E08000031,Wolverhampton,utla,2021-05-27,89306
E08000032,Bradford,utla,2021-05-27,171988
E09000018,Hounslow,utla,2021-05-27,84268
E09000032,Wandsworth,utla,2021-05-27,85583
E09000033,Westminster,utla,2021-05-27,56963
E10000034,Worcestershire,utla,2021-05-27,263679
S12000013,Na h-Eileanan Siar,utla,2021-05-27,14797
S12000029,South Lanarkshire,utla,2021-05-27,125461
S12000045,East Dunbartonshire,utla,2021-05-27,40214
E06000003,Redcar and Cleveland,utla,2021-05-26,55469
E06000014,York,utla,2021-05-26,72494
E06000050,Cheshire West and Chester,utla,2021-05-26,136029
E08000001,Bolton,utla,2021-05-26,101860
E08000016,Barnsley,utla,2021-05-26,84293
E08000031,Wolverhampton,utla,2021-05-26,88188
E08000032,Bradford,utla,2021-05-26,169543
E09000018,Hounslow,utla,2021-05-26,83308
E09000032,Wandsworth,utla,2021-05-26,83210
E09000033,Westminster,utla,2021-05-26,55755
E10000034,Worcestershire,utla,2021-05-26,257583
S12000013,Na h-Eileanan Siar,utla,2021-05-26,14787
S12000029,South Lanarkshire,utla,2021-05-26,123635
S12000045,East Dunbartonshire,utla,2021-05-26,39711
E06000003,Redcar and Cleveland,utla,2021-05-25,53872
E06000014,York,utla,2021-05-25,71203
E06000050,Cheshire West and Chester,utla,2021-05-25,134891
E08000001,Bolton,utla,2021-05-25,99349
E08000016,Barnsley,utla,2021-05-25,82962
E08000031,Wolverhampton,utla,2021-05-25,86270
E08000032,Bradford,utla,2021-05-25,166745
E09000018,Hounslow,utla,2021-05-25,81979
E09000032,Wandsworth,utla,2021-05-25,81542
E09000033,Westminster,utla,2021-05-25,52464
E10000034,Worcestershire,utla,2021-05-25,253430
S12000013,Na h-Eileanan Siar,utla,2021-05-25,14778
S12000029,South Lanarkshire,utla,2021-05-25,121245
S12000045,East Dunbartonshire,utla,2021-05-25,39614
E06000003,Redcar and Cleveland,utla,2021-05-24,53101
E06000014,York,utla,2021-05-24,70447
E06000050,Cheshire West and Chester,utla,2021-05-24,132495
E08000001,Bolton,utla,2021-05-24,97908
E08000016,Barnsley,utla,2021-05-24,80802
E08000031,Wolverhampton,utla,2021-05-24,84792
E08000032,Bradford,utla,2021-05-24,164425
E09000018,Hounslow,utla,2021-05-24,81087
E09000032,Wandsworth,utla,2021-05-24,80031
E09000033,Westminster,utla,2021-05-24,50942
E10000034,Worcestershire,utla,2021-05-24,247826
S12000013,Na h-Eileanan Siar,utla,2021-05-24,14070
S12000029,South Lanarkshire,utla,2021-05-24,119212
S12000045,East Dunbartonshire,utla,2021-05-24,39221
E06000003,Redcar and Cleveland,utla,2021-05-23,52281
E06000014,York,utla,2021-05-23,69016
E06000050,Cheshire West and Chester,utla,2021-05-23,130807
E08000001,Bolton,utla,2021-05-23,96767
E08000016,Barnsley,utla,2021-05-23,80068
E08000031,Wolverhampton,utla,2021-05-23,82430
E08000032,Bradford,utla,2021-05-23,162613
E09000018,Hounslow,utla,2021-05-23,80089
E09000032,Wandsworth,utla,2021-05-23,78712
E09000033,Westminster,utla,2021-05-23,50475
E10000034,Worcestershire,utla,2021-05-23,243608
S12000013,Na h-Eileanan Siar,utla,2021-05-23,14069
S12000029,South Lanarkshire,utla,2021-05-23,117440
S12000045,East Dunbartonshire,utla,2021-05-23,38931
E06000003,Redcar and Cleveland,utla,2021-05-22,52022
E06000014,York,utla,2021-05-22,67668
E06000050,Cheshire West and Chester,utla,2021-05-22,130720
E08000001,Bolton,utla,2021-05-22,96293
E08000016,Barnsley,utla,2021-05-22,79601
E08000031,Wolverhampton,utla,2021-05-22,81483
E08000032,Bradford,utla,2021-05-22,160628
E09000018,Hounslow,utla,2021-05-22,79139
E09000032,Wandsworth,utla,2021-05-22,78013
E09000033,Westminster,utla,2021-05-22,49516
E10000034,Worcestershire,utla,2021-05-22,242255
S12000013,Na h-Eileanan Siar,utla,2021-05-22,13884
S12000029,South Lanarkshire,utla,2021-05-22,114773
S12000045,East Dunbartonshire,utla,2021-05-22,38870
E06000003,Redcar and Cleveland,utla,2021-05-21,50657
E06000014,York,utla,2021-05-21,65505
E06000050,Cheshire West and Chester,utla,2021-05-21,128323
E08000001,Bolton,utla,2021-05-21,95180
E08000016,Barnsley,utla,2021-05-21,78970
E08000031,Wolverhampton,utla,2021-05-21,79545
E08000032,Bradford,utla,2021-05-21,156348
E09000018,Hounslow,utla,2021-05-21,76204
E09000032,Wandsworth,utla,2021-05-21,75180
E09000033,Westminster,utla,2021-05-21,48945
E10000034,Worcestershire,utla,2021-05-21,236535
S12000013,Na h-Eileanan Siar,utla,2021-05-21,12952
S12000029,South Lanarkshire,utla,2021-05-21,112234
S12000045,East Dunbartonshire,utla,2021-05-21,38341
E06000003,Redcar and Cleveland,utla,2021-05-20,49983
E06000014,York,utla,2021-05-20,63635
E06000050,Cheshire West and Chester,utla,2021-05-20,125273
E08000001,Bolton,utla,2021-05-20,94429
E08000016,Barnsley,utla,2021-05-20,77897
E08000031,Wolverhampton,utla,2021-05-20,77746
E08000032,Bradford,utla,2021-05-20,153800
E09000018,Hounslow,utla,2021-05-20,74666
E09000032,Wandsworth,utla,2021-05-20,73952
E09000033,Westminster,utla,2021-05-20,48315
E10000034,Worcestershire,utla,2021-05-20,232115
S12000013,Na h-Eileanan Siar,utla,2021-05-20,12911
S12000029,South Lanarkshire,utla,2021-05-20,109777
S12000045,East Dunbartonshire,utla,2021-05-20,37999
E06000003,Redcar and Cleveland,utla,2021-05-19,49244
E06000014,York,utla,2021-05-19,61733
E06000050,Cheshire West and Chester,utla,2021-05-19,123514
E08000001,Bolton,utla,2021-05-19,90620
E08000016,Barnsley,utla,2021-05-19,76890
E08000031,Wolverhampton,utla,2021-05-19,75504
E08000032,Bradford,utla,2021-05-19,151257
E09000018,Hounslow,utla,2021-05-19,73801
E09000032,Wandsworth,utla,2021-05-19,71691
E09000033,Westminster,utla,2021-05-19,47787
E10000034,Worcestershire,utla,2021-05-19,225930
S12000013,Na h-Eileanan Siar,utla,2021-05-19,12884
S12000029,South Lanarkshire,utla,2021-05-19,108332
S12000045,East Dunbartonshire,utla,2021-05-19,37585
E06000003,Redcar and Cleveland,utla,2021-05-18,48175
E06000014,York,utla,2021-05-18,60632
E06000050,Cheshire West and Chester,utla,2021-05-18,122037
E08000001,Bolton,utla,2021-05-18,89147
E08000016,Barnsley,utla,2021-05-18,75703
E08000031,Wolverhampton,utla,2021-05-18,72881
E08000032,Bradford,utla,2021-05-18,148517
E09000018,Hounslow,utla,2021-05-18,72907
E09000032,Wandsworth,utla,2021-05-18,70398
E09000033,Westminster,utla,2021-05-18,46109
E10000034,Worcestershire,utla,2021-05-18,222409
S12000013,Na h-Eileanan Siar,utla,2021-05-18,12869
S12000029,South Lanarkshire,utla,2021-05-18,105957
S12000045,East Dunbartonshire,utla,2021-05-18,37496
E06000003,Redcar and Cleveland,utla,2021-05-17,47692
E06000014,York,utla,2021-05-17,60013
E06000050,Cheshire West and Chester,utla,2021-05-17,120614
E08000001,Bolton,utla,2021-05-17,87663
E08000016,Barnsley,utla,2021-05-17,74944
E08000031,Wolverhampton,utla,2021-05-17,72002
E08000032,Bradford,utla,2021-05-17,146005
E09000018,Hounslow,utla,2021-05-17,72261
E09000032,Wandsworth,utla,2021-05-17,69308
E09000033,Westminster,utla,2021-05-17,44935
E10000034,Worcestershire,utla,2021-05-17,219135
S12000013,Na h-Eileanan Siar,utla,2021-05-17,12219
S12000029,South Lanarkshire,utla,2021-05-17,103894
S12000045,East Dunbartonshire,utla,2021-05-17,37110
E06000003,Redcar and Cleveland,utla,2021-05-16,47294
E06000014,York,utla,2021-05-16,59458
E06000050,Cheshire West and Chester,utla,2021-05-16,119309
E08000001,Bolton,utla,2021-05-16,86537
E08000016,Barnsley,utla,2021-05-16,73996
E08000031,Wolverhampton,utla,2021-05-16,71581
E08000032,Bradford,utla,2021-05-16,144359
E09000018,Hounslow,utla,2021-05-16,71674
E09000032,Wandsworth,utla,2021-05-16,68741
E09000033,Westminster,utla,2021-05-16,44374
E10000034,Worcestershire,utla,2021-05-16,216005
S12000013,Na h-Eileanan Siar,utla,2021-05-16,12217
S12000029,South Lanarkshire,utla,2021-05-16,101825
S12000045,East Dunbartonshire,utla,2021-05-16,36648
E06000003,Redcar and Cleveland,utla,2021-05-15,47221
E06000014,York,utla,2021-05-15,58967
E06000050,Cheshire West and Chester,utla,2021-05-15,118412
E08000001,Bolton,utla,2021-05-15,85710
E08000016,Barnsley,utla,2021-05-15,73562
E08000031,Wolverhampton,utla,2021-05-15,70745
E08000032,Bradford,utla,2021-05-15,142550
E09000018,Hounslow,utla,2021-05-15,70709
E09000032,Wandsworth,utla,2021-05-15,67757
E09000033,Westminster,utla,2021-05-15,44209
E10000034,Worcestershire,utla,2021-05-15,215141
S12000013,Na h-Eileanan Siar,utla,2021-05-15,12217
S12000029,South Lanarkshire,utla,2021-05-15,99997
S12000045,East Dunbartonshire,utla,2021-05-15,36398
E06000003,Redcar and Cleveland,utla,2021-05-14,46625
E06000014,York,utla,2021-05-14,57653
E06000050,Cheshire West and Chester,utla,2021-05-14,115362
E08000001,Bolton,utla,2021-05-14,84706
E08000016,Barnsley,utla,2021-05-14,72933
E08000031,Wolverhampton,utla,2021-05-14,69107
E08000032,Bradford,utla,2021-05-14,139801
E09000018,Hounslow,utla,2021-05-14,68677
E09000032,Wandsworth,utla,2021-05-14,66442
E09000033,Westminster,utla,2021-05-14,43610
E10000034,Worcestershire,utla,2021-05-14,213480
S12000013,Na h-Eileanan Siar,utla,2021-05-14,12004
S12000029,South Lanarkshire,utla,2021-05-14,98279
S12000045,East Dunbartonshire,utla,2021-05-14,35568
E06000003,Redcar and Cleveland,utla,2021-05-13,45689
E06000014,York,utla,2021-05-13,56631
E06000050,Cheshire West and Chester,utla,2021-05-13,112685
E08000001,Bolton,utla,2021-05-13,83201
E08000016,Barnsley,utla,2021-05-13,72107
E08000031,Wolverhampton,utla,2021-05-13,67721
E08000032,Bradford,utla,2021-05-13,138003
E09000018,Hounslow,utla,2021-05-13,66882
E09000032,Wandsworth,utla,2021-05-13,64806
E09000033,Westminster,utla,2021-05-13,43078
E10000034,Worcestershire,utla,2021-05-13,209667
S12000013,Na h-Eileanan Siar,utla,2021-05-13,11844
S12000029,South Lanarkshire,utla,2021-05-13,96551
S12000045,East Dunbartonshire,utla,2021-05-13,35084
E06000003,Redcar and Cleveland,utla,2021-05-12,44688
E06000014,York,utla,2021-05-12,55541
E06000050,Cheshire West and Chester,utla,2021-05-12,108850
E08000001,Bolton,utla,2021-05-12,81138
E08000016,Barnsley,utla,2021-05-12,70800
E08000031,Wolverhampton,utla,2021-05-12,66276
E08000032,Bradford,utla,2021-05-12,135922
E09000018,Hounslow,utla,2021-05-12,66140
E09000032,Wandsworth,utla,2021-05-12,62797
E09000033,Westminster,utla,2021-05-12,42118
E10000034,Worcestershire,utla,2021-05-12,205349
S12000013,Na h-Eileanan Siar,utla,2021-05-12,11807
S12000029,South Lanarkshire,utla,2021-05-12,94725
S12000045,East Dunbartonshire,utla,2021-05-12,34805
